int_rate,loan_amnt,term,grade,home_ownership,annual_inc,purpose
13.11,14000,36,C,MORTGAGE,100000,credit_card
10.25,1600,36,B,MORTGAGE,91384.08,small_business
14.22,4500,36,C,RENT,60000,other
6.76,3000,36,A,MORTGAGE,60000,debt_consolidation
13.11,10000,36,C,RENT,49571,wedding
10.25,7500,36,B,MORTGAGE,57000,debt_consolidation
10.62,7000,36,B,MORTGAGE,43000,other
17.56,5500,36,E,RENT,14400,other
13.11,16750,36,C,RENT,50496,debt_consolidation
13.85,3000,36,C,MORTGAGE,63755,other
13.85,4750,36,C,RENT,15600,debt_consolidation
16.45,6725,36,E,RENT,50760,home_improvement
10.25,6100,36,B,MORTGAGE,68000,debt_consolidation
13.85,14000,36,C,MORTGAGE,69582,small_business
10.99,5000,36,B,MORTGAGE,96000,home_improvement
10.99,1000,36,B,RENT,36000,medical
7.88,1500,36,A,RENT,35000,vacation
10.99,2000,36,B,RENT,35040,educational
13.48,15000,36,C,MORTGAGE,96000,debt_consolidation
10.62,20000,36,B,RENT,105000,debt_consolidation
13.11,4000,36,C,OWN,35000,debt_consolidation
10.99,25000,36,B,MORTGAGE,77533.82,debt_consolidation
7.14,10000,36,A,RENT,60000,other
10.99,4000,36,B,MORTGAGE,130000,other
15.33,7500,36,D,RENT,28128,debt_consolidation
7.88,15250,36,A,MORTGAGE,52000,debt_consolidation
14.22,10000,36,C,RENT,61500,debt_consolidation
7.51,3500,36,A,RENT,50000,credit_card
11.36,6000,36,B,RENT,32000,debt_consolidation
13.85,20000,36,C,RENT,78000,debt_consolidation
13.11,5000,36,C,MORTGAGE,62000,credit_card
10.62,9600,36,B,MORTGAGE,75000,house
10.62,10000,36,B,RENT,53000,debt_consolidation
7.88,6000,36,A,MORTGAGE,62000,debt_consolidation
7.88,4800,36,A,RENT,22000,credit_card
11.36,1500,36,B,RENT,57160,debt_consolidation
14.96,9000,36,D,RENT,42600,debt_consolidation
7.88,5500,36,A,RENT,79600,debt_consolidation
11.36,24250,36,B,MORTGAGE,127000,debt_consolidation
9.88,17000,36,B,RENT,175000,credit_card
7.51,8000,36,A,RENT,63000,debt_consolidation
13.48,4000,36,C,MORTGAGE,65000,major_purchase
10.99,10000,36,B,MORTGAGE,125000,major_purchase
9.88,12000,36,B,MORTGAGE,64700,credit_card
7.14,2500,36,A,OWN,23000,debt_consolidation
14.96,7200,36,D,MORTGAGE,30000,other
13.11,8600,36,C,MORTGAGE,112500,debt_consolidation
14.96,2000,36,D,MORTGAGE,36000,debt_consolidation
14.59,5000,36,D,OWN,27500,other
14.22,5000,36,C,RENT,65000,other
13.48,12000,36,C,MORTGAGE,116000,home_improvement
10.62,20000,36,B,MORTGAGE,50000,debt_consolidation
7.51,4575,36,A,MORTGAGE,106000,major_purchase
13.11,9600,36,C,RENT,37740,debt_consolidation
7.51,12000,36,A,RENT,92341,debt_consolidation
10.62,5000,36,B,MORTGAGE,58000,small_business
14.59,10000,36,D,MORTGAGE,74000,credit_card
7.88,5000,36,A,RENT,64000,debt_consolidation
11.36,4800,36,B,RENT,48756,debt_consolidation
7.51,6300,36,A,MORTGAGE,45996,car
9.88,18000,36,B,MORTGAGE,85000,major_purchase
10.25,18000,36,B,MORTGAGE,96384,medical
10.25,7500,36,B,RENT,42000,debt_consolidation
13.85,6250,36,C,RENT,21000,medical
10.62,8450,36,B,RENT,38500,debt_consolidation
12.73,14000,36,C,RENT,60000,credit_card
13.48,6250,36,C,RENT,23000,debt_consolidation
7.51,6000,36,A,MORTGAGE,97500,other
7.51,8000,36,A,OWN,55000,home_improvement
14.22,9500,36,C,RENT,70000,credit_card
7.14,6000,36,A,MORTGAGE,79800,debt_consolidation
14.96,7000,36,D,RENT,20000,major_purchase
14.59,6000,36,D,MORTGAGE,23920,debt_consolidation
11.36,19000,36,B,RENT,35000,debt_consolidation
9.88,3000,36,B,RENT,58500,house
10.99,12000,36,B,RENT,75000,car
10.99,25000,36,B,RENT,100000,debt_consolidation
10.25,5500,36,B,MORTGAGE,90000,debt_consolidation
10.99,3000,36,B,RENT,50000,other
12.73,18000,36,C,RENT,75000,credit_card
9.88,7000,36,B,RENT,31200,debt_consolidation
7.14,10000,36,A,MORTGAGE,80000,debt_consolidation
10.62,13000,36,B,RENT,86000,debt_consolidation
13.85,7000,36,C,RENT,58000,other
7.88,14000,36,A,RENT,23000,wedding
14.59,8400,36,D,MORTGAGE,60000,other
7.88,13000,36,A,MORTGAGE,40000,debt_consolidation
10.25,4800,36,B,RENT,30000,debt_consolidation
7.14,9000,36,A,RENT,60000,credit_card
10.25,14000,36,B,MORTGAGE,98000,credit_card
13.85,12000,36,C,RENT,32000,debt_consolidation
11.36,20000,36,B,MORTGAGE,135000,wedding
13.85,5000,36,C,MORTGAGE,80000,home_improvement
10.99,8000,36,B,RENT,37681,debt_consolidation
13.48,7500,36,C,MORTGAGE,32400,other
11.36,8000,36,B,RENT,45000,debt_consolidation
7.14,6000,36,A,MORTGAGE,47000,major_purchase
10.62,11000,36,B,MORTGAGE,69000,major_purchase
10.62,15000,36,B,RENT,87000,debt_consolidation
13.48,3000,36,C,RENT,42224,debt_consolidation
10.25,1500,36,B,RENT,45000,other
14.96,5000,36,D,RENT,92000,credit_card
12.73,2250,36,C,RENT,29140.8,other
7.51,10000,36,A,RENT,60000,debt_consolidation
13.11,6000,36,C,OWN,28800,debt_consolidation
14.96,16750,36,D,MORTGAGE,46000,debt_consolidation
13.48,8000,36,C,RENT,60000,debt_consolidation
13.85,6600,36,C,MORTGAGE,30000,debt_consolidation
7.51,8575,36,A,RENT,32400,debt_consolidation
7.14,4800,36,A,MORTGAGE,78500,major_purchase
14.59,2500,36,D,RENT,54996,major_purchase
10.62,17000,36,B,MORTGAGE,96000,credit_card
10.62,20000,36,B,RENT,46500,debt_consolidation
13.11,20000,36,C,MORTGAGE,75000,debt_consolidation
17.56,18250,36,E,RENT,55044,debt_consolidation
10.99,10000,36,B,RENT,22800,credit_card
10.99,20000,36,B,RENT,54000,debt_consolidation
13.48,2500,36,C,RENT,26400,debt_consolidation
12.73,25000,36,C,RENT,61959,debt_consolidation
9.88,15000,36,B,MORTGAGE,80000,debt_consolidation
9.88,15000,36,B,MORTGAGE,48840,debt_consolidation
16.07,8000,36,D,OWN,59506,other
13.85,18000,36,C,RENT,52000,debt_consolidation
10.25,8000,36,B,RENT,52000,debt_consolidation
11.36,7000,36,B,RENT,48000,other
7.88,10750,36,A,MORTGAGE,33600,home_improvement
10.62,8000,36,B,RENT,50000,debt_consolidation
10.25,10000,36,B,RENT,33500,debt_consolidation
9.88,10000,36,B,RENT,33600,debt_consolidation
12.73,12000,36,C,RENT,64450,debt_consolidation
10.62,12000,36,B,RENT,51449,debt_consolidation
7.51,10400,36,A,MORTGAGE,40800,other
16.07,15000,36,D,MORTGAGE,80000,home_improvement
12.73,1300,36,C,RENT,9600,debt_consolidation
13.85,17500,36,C,MORTGAGE,64700,debt_consolidation
14.22,5500,36,C,RENT,60070,debt_consolidation
13.85,14000,36,C,RENT,100000,debt_consolidation
13.48,20000,36,C,RENT,83500,wedding
10.62,9000,36,B,RENT,70000,debt_consolidation
13.11,14000,36,C,RENT,140000,debt_consolidation
13.11,7500,36,C,OWN,83600,other
11.36,12000,36,B,MORTGAGE,60000,credit_card
7.88,8500,36,A,RENT,34000,other
10.25,16000,36,B,MORTGAGE,72100,debt_consolidation
12.73,5600,36,C,RENT,24000,major_purchase
17.19,8000,36,E,MORTGAGE,91000,home_improvement
7.88,10000,36,A,MORTGAGE,108000,debt_consolidation
13.85,12000,36,C,RENT,48074,debt_consolidation
11.36,25000,36,B,MORTGAGE,130000,small_business
9.88,12250,36,B,MORTGAGE,99000,home_improvement
9.88,8000,36,B,RENT,28800,other
10.62,25000,36,B,MORTGAGE,80000,debt_consolidation
10.99,2500,36,B,RENT,29000,other
11.36,8600,36,B,RENT,43200,debt_consolidation
14.22,6500,36,C,RENT,32000,debt_consolidation
10.25,12000,36,B,RENT,31000,debt_consolidation
10.99,11200,36,B,RENT,101000,credit_card
13.11,11000,36,C,RENT,42000,other
10.62,25000,36,B,RENT,134000,debt_consolidation
9.88,7500,36,B,RENT,75000,wedding
14.59,10000,36,D,RENT,40000,debt_consolidation
14.96,4600,36,D,RENT,58000,vacation
7.88,3600,36,A,RENT,50350,debt_consolidation
10.62,1000,36,B,RENT,40000,other
7.88,12000,36,A,RENT,50000,medical
10.99,4000,36,B,RENT,35500,other
13.85,6300,36,C,RENT,12624,other
15.33,25000,36,D,RENT,200000,credit_card
11.36,12200,36,B,OWN,40900,debt_consolidation
13.48,6000,36,C,RENT,150000,home_improvement
10.62,10000,36,B,RENT,36000,home_improvement
10.62,25000,36,B,MORTGAGE,70000,debt_consolidation
10.99,4000,36,B,RENT,68000,major_purchase
10.99,10000,36,B,RENT,89000,house
13.48,10000,36,C,RENT,23000,debt_consolidation
18.30,18000,36,F,RENT,121000,debt_consolidation
7.88,6200,36,A,RENT,69000,educational
13.48,3200,36,C,RENT,49200,other
14.96,20000,36,D,RENT,110000,major_purchase
10.99,5050,36,B,RENT,27600,credit_card
7.88,11500,36,A,MORTGAGE,43000,other
7.88,8000,36,A,RENT,36000,other
15.70,14400,36,D,RENT,35000,debt_consolidation
7.51,3600,36,A,OWN,67000,educational
14.96,23500,36,D,RENT,38400,debt_consolidation
12.73,15000,36,C,MORTGAGE,51000,debt_consolidation
13.11,7500,36,C,OWN,28000,major_purchase
15.33,25000,36,D,RENT,120000,credit_card
10.25,7500,36,B,MORTGAGE,85000,debt_consolidation
12.73,15000,36,C,MORTGAGE,100000,credit_card
14.59,24250,36,D,MORTGAGE,155000,debt_consolidation
7.14,5000,36,A,MORTGAGE,58000,other
7.51,6000,36,A,MORTGAGE,102000,home_improvement
15.33,2500,36,D,RENT,38400,major_purchase
7.88,6400,36,A,RENT,80000,credit_card
10.62,20000,36,B,MORTGAGE,75000,credit_card
10.62,16000,36,B,MORTGAGE,70000,debt_consolidation
10.62,15000,36,B,RENT,37000,debt_consolidation
15.33,16000,36,D,MORTGAGE,64000,medical
7.14,8000,36,A,MORTGAGE,85000,car
9.88,15000,36,B,RENT,100000,debt_consolidation
7.51,5000,36,A,RENT,20743,other
9.88,9000,36,B,MORTGAGE,103200,home_improvement
10.62,14000,36,B,MORTGAGE,170000,debt_consolidation
13.11,2500,36,C,RENT,12600,educational
7.51,5500,36,A,MORTGAGE,56000,debt_consolidation
10.62,25000,36,B,MORTGAGE,70000,other
15.70,12800,36,D,RENT,103000,other
10.99,18200,36,B,RENT,58000,debt_consolidation
13.11,24000,36,C,RENT,105400,educational
14.59,9000,36,D,RENT,43200,debt_consolidation
7.51,2500,36,A,MORTGAGE,50000,home_improvement
7.51,8000,36,A,MORTGAGE,52780,debt_consolidation
10.99,5000,36,B,RENT,106000,other
14.59,2000,36,D,MORTGAGE,65707,other
17.56,12000,36,E,MORTGAGE,70000,debt_consolidation
12.73,18250,36,C,MORTGAGE,45489,debt_consolidation
11.36,20000,36,B,RENT,48500,credit_card
13.85,7000,36,C,RENT,25000,debt_consolidation
10.62,4500,36,B,MORTGAGE,30000,debt_consolidation
7.88,10000,36,A,MORTGAGE,75000,debt_consolidation
7.51,10000,36,A,MORTGAGE,105000,credit_card
11.36,8200,36,B,RENT,40944,debt_consolidation
10.62,21600,36,B,MORTGAGE,116000,credit_card
7.14,7000,36,A,MORTGAGE,60000,home_improvement
15.70,15000,36,D,RENT,70204,credit_card
13.11,2500,36,C,RENT,7200,educational
10.99,10000,36,B,MORTGAGE,125000,debt_consolidation
12.73,9600,36,C,RENT,45000,other
13.48,10000,36,C,MORTGAGE,40720,other
13.85,7750,36,C,RENT,24000,debt_consolidation
7.88,3200,36,A,RENT,36000,major_purchase
13.48,10000,36,C,RENT,40000,other
19.41,14725,36,F,OWN,220000,major_purchase
13.11,19400,36,C,MORTGAGE,70500,debt_consolidation
7.14,6400,36,A,MORTGAGE,67807,home_improvement
11.36,10000,36,B,OWN,163000,debt_consolidation
10.99,15000,36,B,RENT,60000,other
14.59,17500,36,D,MORTGAGE,92400,debt_consolidation
13.85,16000,36,C,RENT,81000,debt_consolidation
10.99,18000,36,B,MORTGAGE,78000,debt_consolidation
10.99,16250,36,B,MORTGAGE,77940,major_purchase
7.88,14500,36,A,MORTGAGE,38376,debt_consolidation
15.33,10000,36,D,OWN,41000,credit_card
10.25,13000,36,B,RENT,76000,debt_consolidation
14.59,8800,36,D,RENT,75000,major_purchase
7.14,6500,36,A,MORTGAGE,90000,other
7.51,5500,36,A,MORTGAGE,65000,other
7.14,5000,36,A,MORTGAGE,33600,debt_consolidation
13.48,10000,36,C,RENT,36000,educational
7.88,7000,36,A,MORTGAGE,57600,major_purchase
7.14,10000,36,A,MORTGAGE,47091,debt_consolidation
7.88,12000,36,A,MORTGAGE,80000,debt_consolidation
7.88,6500,36,A,RENT,32000,other
7.51,1000,36,A,MORTGAGE,25000,debt_consolidation
11.36,10000,36,B,MORTGAGE,65000,credit_card
17.93,25000,36,E,RENT,90000,debt_consolidation
11.36,20000,36,B,MORTGAGE,80000,home_improvement
10.62,19000,36,B,RENT,39600,educational
15.33,25000,36,D,MORTGAGE,100000,debt_consolidation
7.14,3500,36,A,MORTGAGE,40610,home_improvement
7.51,8000,36,A,MORTGAGE,65000,debt_consolidation
15.33,6500,36,D,MORTGAGE,37500,home_improvement
9.88,5200,36,B,MORTGAGE,35000,credit_card
17.56,12950,36,E,RENT,58155,debt_consolidation
11.36,4800,36,B,MORTGAGE,70000,debt_consolidation
11.36,20000,36,B,MORTGAGE,145000,debt_consolidation
10.99,10000,36,B,RENT,26000,major_purchase
7.88,15000,36,A,RENT,76000,debt_consolidation
10.99,15000,36,B,RENT,45000,credit_card
15.33,9500,36,D,RENT,27000,debt_consolidation
14.96,7200,36,D,RENT,85000,debt_consolidation
10.62,3000,36,B,OWN,39000,other
10.25,15000,36,B,MORTGAGE,57600,credit_card
10.62,7500,36,B,MORTGAGE,45000,car
7.14,6000,36,A,RENT,81000,credit_card
10.99,10000,36,B,RENT,120000,debt_consolidation
12.73,5500,36,C,RENT,62472,major_purchase
11.36,20000,36,B,MORTGAGE,62000,debt_consolidation
7.88,7000,36,A,RENT,65000,major_purchase
7.51,10000,36,A,MORTGAGE,135000,moving
16.07,20000,36,D,MORTGAGE,48000,home_improvement
13.85,18000,36,C,RENT,51312,credit_card
9.88,16000,36,B,MORTGAGE,58800,debt_consolidation
10.25,9800,36,B,RENT,93000,other
9.88,5000,36,B,RENT,42000,other
9.88,3400,36,B,RENT,37500,major_purchase
7.51,9000,36,A,MORTGAGE,165000,major_purchase
11.36,8000,36,B,RENT,40000,debt_consolidation
10.62,13500,36,B,RENT,68000,debt_consolidation
7.14,4000,36,A,MORTGAGE,60000,home_improvement
14.59,12250,36,D,RENT,30000,debt_consolidation
13.11,8100,36,C,MORTGAGE,65000,debt_consolidation
11.36,4000,36,B,RENT,22000,major_purchase
10.62,3000,36,B,RENT,43200,other
7.88,4000,36,A,OWN,26748,other
11.36,24000,36,B,MORTGAGE,90000,debt_consolidation
13.85,5000,36,C,RENT,58000,debt_consolidation
6.39,2000,36,A,MORTGAGE,50000,home_improvement
7.51,4800,36,A,MORTGAGE,76500,other
15.70,5000,36,D,OWN,60000,major_purchase
7.14,10000,36,A,MORTGAGE,56000,home_improvement
7.88,2800,36,A,RENT,37423.99,major_purchase
12.73,15000,36,C,MORTGAGE,80300,other
16.07,6250,36,D,RENT,29100,debt_consolidation
10.99,10000,36,B,MORTGAGE,109800,other
7.14,3000,36,A,RENT,67000,credit_card
9.88,11000,36,B,RENT,45000,wedding
10.25,20000,36,B,MORTGAGE,66000,debt_consolidation
10.62,7000,36,B,RENT,22680,moving
15.33,10000,36,D,MORTGAGE,65000,educational
16.07,15000,36,D,MORTGAGE,136000,debt_consolidation
16.07,7000,36,D,RENT,40000,debt_consolidation
14.96,6000,36,D,RENT,48000,debt_consolidation
10.99,25000,36,B,RENT,60000,debt_consolidation
13.48,2200,36,C,RENT,15000,debt_consolidation
17.93,9000,36,E,MORTGAGE,63000,home_improvement
10.25,6000,36,B,RENT,90000,other
13.11,2400,36,C,MORTGAGE,30000,other
7.88,5000,36,A,RENT,52000,wedding
7.51,10000,36,A,RENT,42000,debt_consolidation
10.25,1600,36,B,MORTGAGE,30000,debt_consolidation
11.36,6000,36,B,RENT,60000,major_purchase
13.11,12000,36,C,MORTGAGE,96000,credit_card
7.88,2500,36,A,MORTGAGE,45000,other
12.73,9600,36,C,RENT,48000,debt_consolidation
6.76,1100,36,A,RENT,35000,medical
13.85,8000,36,C,OWN,58000,major_purchase
7.14,3600,36,A,MORTGAGE,38000,debt_consolidation
10.62,16000,36,B,MORTGAGE,210000,credit_card
10.99,20000,36,B,RENT,75000,debt_consolidation
14.96,12500,36,D,MORTGAGE,62400,moving
10.25,3000,36,B,RENT,27599,other
13.48,10000,36,C,RENT,35000,debt_consolidation
17.93,18000,36,E,RENT,180000,other
10.25,5000,36,B,RENT,39000,other
14.22,2000,36,C,RENT,85000,debt_consolidation
11.36,2000,36,B,RENT,38000,moving
10.25,8000,36,B,MORTGAGE,63000,home_improvement
7.14,4800,36,A,RENT,33763,small_business
7.14,5000,36,A,MORTGAGE,60000,other
15.33,4000,36,D,RENT,53000,house
7.51,2000,36,A,RENT,65000,wedding
7.51,10750,36,A,MORTGAGE,72000,other
10.62,25000,36,B,RENT,85000,renewable_energy
13.48,4000,36,C,RENT,43200,debt_consolidation
13.11,3500,36,C,RENT,39000,debt_consolidation
14.96,3000,36,D,RENT,49000,small_business
10.62,5000,36,B,RENT,75000,credit_card
9.88,6500,36,B,RENT,91700,credit_card
6.00,6000,36,C,RENT,26400,major_purchase
10.62,6250,36,B,OWN,18000,debt_consolidation
13.48,2850,36,C,MORTGAGE,48000,debt_consolidation
10.99,1500,36,B,RENT,31500,vacation
12.73,10000,36,C,RENT,27000,wedding
14.59,25000,36,D,MORTGAGE,250000,debt_consolidation
13.85,20000,36,C,RENT,87000,credit_card
9.88,9500,36,B,RENT,50000,car
6.39,3600,36,A,MORTGAGE,55000,credit_card
14.22,2800,36,C,RENT,21168,major_purchase
11.36,7000,36,B,MORTGAGE,75500,credit_card
11.36,2500,36,B,RENT,28500,other
10.62,18300,36,B,MORTGAGE,79000,home_improvement
13.85,24000,36,C,MORTGAGE,190000,other
17.56,24250,36,E,OWN,80000,debt_consolidation
10.62,6500,36,B,MORTGAGE,48000,other
13.11,5500,36,C,RENT,34000,other
10.62,7000,36,B,RENT,17000,credit_card
13.48,10000,36,C,MORTGAGE,23000,home_improvement
14.22,7000,36,C,RENT,35654,debt_consolidation
7.88,12500,36,A,RENT,50000,other
14.59,24250,36,D,RENT,140000,debt_consolidation
7.88,12000,36,A,MORTGAGE,80308.8,home_improvement
10.25,14000,36,B,RENT,60000,debt_consolidation
15.70,8500,36,D,MORTGAGE,24000,other
14.59,10000,36,D,MORTGAGE,42000,debt_consolidation
10.99,3000,36,B,RENT,94000,other
14.96,14000,36,D,RENT,71700,debt_consolidation
12.73,11000,36,C,RENT,37200,debt_consolidation
14.59,25000,36,D,MORTGAGE,334000,debt_consolidation
11.36,15000,36,B,MORTGAGE,55000,credit_card
10.99,10000,36,B,MORTGAGE,79000,debt_consolidation
9.88,10000,36,B,MORTGAGE,54000,debt_consolidation
7.14,6000,36,A,RENT,55000,house
10.62,25000,36,B,MORTGAGE,125000,small_business
10.62,6250,36,B,MORTGAGE,41000,small_business
13.48,12000,36,C,RENT,93000,small_business
7.88,15000,36,A,MORTGAGE,85000,debt_consolidation
10.99,5175,36,B,MORTGAGE,27442.02,major_purchase
12.73,16000,36,C,MORTGAGE,105000,debt_consolidation
7.88,10000,36,A,MORTGAGE,96000,other
11.36,5000,36,B,RENT,67200,small_business
7.51,14300,36,A,RENT,74880,debt_consolidation
15.33,10000,36,D,RENT,63000,debt_consolidation
10.99,10000,36,B,RENT,95000,debt_consolidation
10.25,10000,36,B,RENT,55000,home_improvement
11.36,1500,36,B,RENT,18000,credit_card
7.14,6800,36,A,RENT,37000,debt_consolidation
10.25,10000,36,B,MORTGAGE,55000,debt_consolidation
10.99,25000,36,B,MORTGAGE,132000,major_purchase
10.62,16500,36,B,RENT,47000,debt_consolidation
15.33,6000,36,D,RENT,38000,debt_consolidation
7.88,4000,36,A,RENT,33000,debt_consolidation
15.70,25000,36,D,RENT,110000,debt_consolidation
14.59,20000,36,D,MORTGAGE,127000,debt_consolidation
10.62,10000,36,B,RENT,48000,credit_card
10.99,24000,36,B,OWN,100000,debt_consolidation
12.73,14500,36,C,RENT,76000,credit_card
17.56,3000,36,E,RENT,44000,educational
10.25,6000,36,B,RENT,29000,small_business
10.99,3000,36,B,RENT,19200,other
15.70,2500,36,D,MORTGAGE,44000,home_improvement
10.62,6000,36,B,MORTGAGE,40000,home_improvement
7.14,5000,36,A,RENT,55000,other
10.62,5000,36,B,MORTGAGE,50000,debt_consolidation
10.25,2400,36,B,RENT,21360,debt_consolidation
7.51,12000,36,A,OWN,55000,other
12.73,14000,36,C,RENT,40000,debt_consolidation
9.88,18000,36,B,RENT,75576,credit_card
13.11,15000,36,C,MORTGAGE,80000,credit_card
14.96,1000,36,D,RENT,12240,educational
15.70,3000,36,D,RENT,40000,major_purchase
9.88,9200,36,B,MORTGAGE,24000,credit_card
11.36,8000,36,B,RENT,36000,other
15.70,25000,36,D,MORTGAGE,273000,debt_consolidation
12.73,25000,36,C,RENT,42500,major_purchase
14.96,8500,36,D,MORTGAGE,42000,small_business
7.14,3000,36,A,OWN,41235,other
9.88,12000,36,B,MORTGAGE,80000,debt_consolidation
11.36,6000,36,B,MORTGAGE,65000,wedding
9.88,10000,36,B,RENT,35000,small_business
7.51,8500,36,A,MORTGAGE,32000,debt_consolidation
7.88,9000,36,A,RENT,70176,credit_card
10.25,24000,36,B,MORTGAGE,90000,small_business
7.51,3000,36,A,RENT,60000,credit_card
14.59,3000,36,D,RENT,32000,debt_consolidation
14.22,12000,36,C,RENT,37500,educational
13.85,16000,36,C,OWN,50000,debt_consolidation
6.76,3000,36,A,MORTGAGE,35000,home_improvement
10.99,10000,36,B,MORTGAGE,76000,debt_consolidation
10.99,25000,36,B,MORTGAGE,92700,debt_consolidation
7.88,7000,36,A,MORTGAGE,51000,debt_consolidation
14.96,10000,36,D,MORTGAGE,49600,debt_consolidation
11.36,10000,36,B,RENT,50307.36,debt_consolidation
11.36,20000,36,B,MORTGAGE,65000,other
14.22,10000,36,C,RENT,34000,debt_consolidation
13.48,3500,36,C,RENT,18000,other
10.99,13000,36,B,RENT,47000,wedding
10.99,6000,36,B,MORTGAGE,60000,other
13.11,9250,36,C,RENT,27120,debt_consolidation
7.88,10000,36,A,RENT,58000,debt_consolidation
14.96,2000,36,D,RENT,48000,other
13.11,2100,36,C,MORTGAGE,24000,debt_consolidation
13.85,18000,36,C,RENT,80171,debt_consolidation
7.88,9000,36,A,MORTGAGE,77500,major_purchase
14.96,5000,36,D,RENT,31000,other
7.88,10000,36,A,MORTGAGE,77000,major_purchase
7.14,10000,36,A,RENT,60000,other
10.62,12000,36,B,MORTGAGE,65000,credit_card
14.96,9950,36,D,MORTGAGE,108000,debt_consolidation
9.88,6000,36,B,MORTGAGE,85000,debt_consolidation
13.11,5000,36,C,RENT,48000,other
7.14,6000,36,A,MORTGAGE,90000,major_purchase
7.14,7000,36,A,OWN,80340,other
6.76,7200,36,A,MORTGAGE,51000,credit_card
14.96,2000,36,D,RENT,25200,other
10.62,4000,36,B,MORTGAGE,46500,major_purchase
10.62,16000,36,B,RENT,50000,credit_card
9.88,7500,36,B,MORTGAGE,51500,home_improvement
